"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000143924",930.129890682183,-0.189913379086579,0.114816704327021,0.0687009612805538,0.203222932316667,"EML4","27436"
"ENSG00000142192",26363.7438726921,-0.135975287376191,0.0749229000091984,0.0687437994439122,0.203316227349401,"APP","351"
"ENSG00000176533",60.4542887787649,0.316350899688636,0.231707082270967,0.0687818609133395,0.203395366520071,"GNG7","2788"
"ENSG00000066027",734.869874988947,0.211037822601368,0.128439526802185,0.0687953816444836,0.203401922003095,"PPP2R5A","5525"
"ENSG00000072133",145.478500783743,-0.260524186957556,0.169111810616222,0.0688198463251782,0.203440827135741,"RPS6KA6","27330"
"ENSG00000197785",420.429362825423,0.207918985524609,0.125330059963466,0.0688318422050265,0.203442866070507,"ATAD3A","55210"
"ENSG00000268175",17.2702573945145,-0.349073792512418,0.419249501790969,0.068870451934866,0.203507665673096,NA,NA
"ENSG00000143971",458.287162002309,0.181794945080709,0.106889591083863,0.0688763856812914,0.203507665673096,"ETAA1","54465"
"ENSG00000125962",132.039496122719,-0.271190900238127,0.18004877033864,0.0689146506766156,0.203587296712366,"ARMCX5","64860"
"ENSG00000141570",157.882799898674,0.256536564028073,0.166349221875699,0.0689683439535221,0.2036876785355,"CBX8","57332"
"ENSG00000255031",22.4387886653341,0.366793139035654,0.368631370752792,0.0689775436336208,0.2036876785355,NA,NA
"ENSG00000229874",221.876172137273,-0.246880821856544,0.157445175321252,0.0689825893628618,0.2036876785355,NA,NA
"ENSG00000215154",101.428485323104,-0.310141766414972,0.227308233264074,0.0691098490151841,0.204029962785763,"LOC652276","652276"
"ENSG00000185437",68.1009166811869,-0.32388703094699,0.245254084416858,0.0691213982550681,0.204030584022588,"SH3BGR","6450"
"ENSG00000188994",1141.45531733905,-0.168470891816186,0.0986208521432158,0.0691643698547579,0.204123941473924,"ZNF292","23036"
"ENSG00000196233",343.596824172428,0.205402529585824,0.123844764037468,0.069377861871108,0.20472044055571,"LCOR","84458"
"ENSG00000237036",102.924774736814,0.274815406857803,0.182660704261187,0.069412445103637,0.204788905918158,"ZEB1-AS1","220930"
"ENSG00000185761",384.523317085104,0.198080229050232,0.118541638743034,0.0694250048697056,0.204791040214251,"ADAMTSL5","339366"
"ENSG00000258793",9.87943692781216,-0.29713103795581,0.438468547151079,0.0694530468157762,0.204791040214251,NA,NA
"ENSG00000111666",944.808641556985,0.166607927697975,0.0966813308211932,0.069458069663896,0.204791040214251,"CHPT1","56994"
"ENSG00000100335",1000.24708688365,0.175102409078997,0.102340394250772,0.0694586928102464,0.204791040214251,"MIEF1","54471"
"ENSG00000153064",44.2934618383908,0.347452654103362,0.293584840266227,0.0694836977303115,0.204831201992009,"BANK1","55024"
"ENSG00000272320",3.9077067961455,-0.187918224542806,0.375233042683801,0.0694966442489431,NA,NA,NA
"ENSG00000250337",28.0285821913756,-0.362641117321908,0.361397297576591,0.0695018347234707,0.204851107946623,"PURPL","643401"
"ENSG00000181666",389.884682653967,-0.189493602678591,0.11176455123422,0.0695584242292443,0.204984324530138,"ZNF875","284459"
"ENSG00000259287",5.55401516359948,0.213711120694883,0.390910438739873,0.0696361796851696,0.205179862003429,NA,NA
"ENSG00000198915",36.0238700108328,-0.356822221919755,0.342818818207833,0.0696940921200267,0.205310049412473,"RASGEF1A","221002"
"ENSG00000180422",14.7614186886115,0.351517278782897,0.425976704890156,0.0697031839424694,0.205310049412473,"LINC00304","283860"
"ENSG00000228612",10.9452173791326,0.293571529025218,0.433835338345764,0.069737710091513,0.205353997230405,NA,NA
"ENSG00000138433",771.08480784284,-0.180446088037368,0.106601340949517,0.0697409290360677,0.205353997230405,"CIR1","9541"
"ENSG00000225972",1201.99290792145,0.220778525567157,0.137037112409421,0.0697747087808353,0.205419847807976,NA,NA
"ENSG00000133460",141.44639275135,-0.268106394471908,0.177586407989355,0.0698478171873349,0.20560144323064,"SLC2A11","66035"
"ENSG00000102100",348.583066284452,0.194444437006564,0.116134144557096,0.0700728421608356,0.206200559040417,"SLC35A2","7355"
"ENSG00000180574",230.642835067734,-0.222103121601673,0.13668551347409,0.070078469293505,0.206200559040417,"EIF2S3B","255308"
"ENSG00000258441",164.969259154318,-0.261682168489775,0.171669468529492,0.0700857296371674,0.206200559040417,"LINC00641","283624"
"ENSG00000272347",4.16582621800147,0.145415782361354,0.347841804623666,0.0702311038851145,NA,NA,NA
"ENSG00000134317",51.7106972772068,-0.340649280203106,0.280424382615184,0.0702413211002408,0.206624543383641,"GRHL1","29841"
"ENSG00000214776",12.3753513666253,-0.293060986116012,0.436341263847637,0.0703034704437199,0.206744384756268,NA,NA
"ENSG00000139974",369.799998299619,-0.20065362253953,0.121129942222522,0.0703142612092669,0.206744384756268,"SLC38A6","145389"
"ENSG00000154305",2074.12573769704,-0.147897624204863,0.0850434520264762,0.0703165296603512,0.206744384756268,"MIA3","375056"
"ENSG00000270983",10.5086063834219,0.255365452760658,0.411585145213346,0.0704037771471941,0.206967091322759,NA,NA
"ENSG00000163145",205.966778318311,0.302826370297965,0.222006930413084,0.0704649376893147,0.207113049457943,"C1QTNF7","114905"
"ENSG00000141429",1717.05064588164,-0.142627230274211,0.0818122517930763,0.0706256008755915,0.207524977658355,"GALNT1","2589"
"ENSG00000136271",745.506818427431,0.16227763132401,0.094479436907647,0.0706281517828035,0.207524977658355,"DDX56","54606"
"ENSG00000107959",1313.88802858315,0.159077797444715,0.0913490734294985,0.0706467520704792,0.207545739878564,"PITRM1","10531"
"ENSG00000112234",611.767596800294,0.175671251993458,0.103668203594916,0.0706698535266758,0.207564711454919,"FBXL4","26235"
"ENSG00000110075",1342.69421926714,0.151208280288246,0.0867278014932362,0.070676280264771,0.207564711454919,"PPP6R3","55291"
"ENSG00000186417",859.084137410804,-0.277133720345106,0.1905747306719,0.0707025897324405,0.207608093936934,"GLDN","342035"
"ENSG00000047849",16216.9420790022,0.131307046136521,0.0749917294998012,0.070726894823636,0.20763157399908,"MAP4","4134"
"ENSG00000134900",1742.36302229225,0.177766719295376,0.102109188459125,0.0707368290996687,0.20763157399908,"TPP2","7174"
"ENSG00000170558",312.247764056877,-0.264726829921644,0.177495916517126,0.0707554292764879,0.20763157399908,"CDH2","1000"
"ENSG00000136878",536.283251391154,-0.173070512922083,0.101703219726758,0.0707567417896164,0.20763157399908,"USP20","10868"
"ENSG00000134594",11.5924307665402,-0.29828652416131,0.432377436370386,0.0708246536012013,0.207796969982067,"RAB33A","9363"
"ENSG00000151718",1009.61364298489,0.178581162982823,0.105687961065435,0.070852202564972,0.207843908209016,"WWC2","80014"
"ENSG00000164011",132.969342582386,-0.259548421317416,0.169755407835832,0.0708825849045989,0.207899141446349,"ZNF691","51058"
"ENSG00000133657",4470.59224215549,0.181544585343587,0.108521518942404,0.070953903125737,0.208061462327748,"ATP13A3","79572"
"ENSG00000213205",13.1059432666753,0.269544176706741,0.415625084794075,0.0709610533680887,0.208061462327748,NA,NA
"ENSG00000230069",7.00405818708779,-0.2122617028353,0.389259617555563,0.0710169243439008,0.208191354943655,NA,NA
"ENSG00000196670",402.040749969713,-0.19753894904394,0.119616850027819,0.0711093225776227,0.208428270151774,"ZFP62","643836"
"ENSG00000112759",680.070225310073,-0.171549722203754,0.100965191822652,0.0711546515543559,0.208507639045453,"SLC29A1","2030"
"ENSG00000235944",47.981786320977,-0.329539037558754,0.257684325407504,0.0711595760463558,0.208507639045453,NA,NA
"ENSG00000230149",2.75548116510407,-0.119245146327479,0.335384739113231,0.0712243348345503,NA,NA,NA
"ENSG00000144837",32.0057096054376,-0.35865829726259,0.348690496453032,0.0713157795359961,0.208922336491792,"PLA1A","51365"
"ENSG00000234449",74.0891984582409,-0.325210084430619,0.257230144511449,0.071324325501227,0.208922336491792,NA,NA
"ENSG00000235563",9.32608301367171,-0.213068862433024,0.385714742384987,0.0713596032028809,0.208966054842075,NA,NA
"ENSG00000068976",23.6234989630462,-0.341235899384816,0.402716812538468,0.0713624767702875,0.208966054842075,"PYGM","5837"
"ENSG00000176058",156.776402388527,0.242101879216128,0.154078017913783,0.0714070143820666,0.209062449852084,"TPRN","286262"
"ENSG00000181894",248.741656961278,-0.224131253575144,0.139371248989327,0.0714301962216924,0.209096299139927,"ZNF329","79673"
"ENSG00000166024",384.953902576232,0.19468091481831,0.1172350532687,0.0714723183715922,0.209185572019914,"R3HCC1L","27291"
"ENSG00000059915",136.519671552413,-0.264789400623167,0.175785387600946,0.0714919784529328,0.209209084449841,"PSD","5662"
"ENSG00000228175",2.47826439693654,-0.0746914507437662,0.318625671696066,0.0714965434456136,NA,NA,NA
"ENSG00000011143",143.301466278762,-0.249648614821068,0.160026299400341,0.0715765966509488,0.209422647176776,"MKS1","54903"
"ENSG00000164049",3.44294983148731,0.128902022362889,0.339474043638461,0.0716246082834847,NA,"FBXW12","285231"
"ENSG00000112245",1680.14135382178,0.173904449132969,0.101104023070332,0.0717054452425285,0.209765531083411,"PTP4A1","7803"
"ENSG00000083123",346.474404149677,0.236065808725312,0.149871967004805,0.0717296906841067,0.209802349507447,"BCKDHB","594"
"ENSG00000055118",15.395775163568,-0.236415409158415,0.397068126130571,0.0718044726357861,0.209986946303971,"KCNH2","3757"
"ENSG00000235065",30.6546412417213,0.354709498693536,0.37023629668856,0.0718186985210597,0.20999442008254,NA,NA
"ENSG00000148248",5349.19646640985,0.146609994562905,0.0847100054950441,0.0718590815790634,0.210078361321473,"SURF4","6836"
"ENSG00000157303",4.52242621605166,-0.134115300175157,0.344728444579004,0.071861133276295,NA,"SUSD3","203328"
"ENSG00000159314",83.0791206256633,-0.286506020209953,0.198750020019613,0.0718858250656007,0.210122406795065,"ARHGAP27","201176"
"ENSG00000005469",422.112505983788,-0.210117226530719,0.12854731644896,0.0719991601913169,0.210419504382419,"CROT","54677"
"ENSG00000163162",737.660727592614,0.178257599135123,0.105801735624814,0.0720279824171417,0.210449552316553,"RNF149","284996"
"ENSG00000165359",179.366479849211,-0.235163672949971,0.148949104250981,0.0720358872835308,0.210449552316553,"INTS6L","203522"
"ENSG00000144452",5.00838981508759,-0.203324140220755,0.384372162029955,0.0720445283022099,0.210449552316553,"ABCA12","26154"
"ENSG00000136514",54.7592691527639,-0.326440001359231,0.255732524565631,0.0720888840420171,0.210544940667433,"RTP4","64108"
"ENSG00000213740",152.481852605491,0.275145704687189,0.187534333313831,0.0721463989051006,0.210678724748195,NA,NA
"ENSG00000134283",838.50246188143,0.159897883970825,0.0934700191770776,0.0722067247389785,0.210775235926919,"PPHLN1","51535"
"ENSG00000185420",270.980858787403,-0.23579760521687,0.149829529735874,0.0722090428435792,0.210775235926919,"SMYD3","64754"
"ENSG00000102908",1861.93938265223,-0.158132282473956,0.0927192237080783,0.0722145898349148,0.210775235926919,"NFAT5","10725"
"ENSG00000160094",393.388743161106,-0.197846657995888,0.119940547060319,0.0722486054532287,0.210810017947964,"ZNF362","149076"
"ENSG00000155961",9.24151722894919,-0.264937601235374,0.421321180639986,0.072258758211035,0.210810017947964,"RAB39B","116442"
"ENSG00000101470",21.7226191367833,-0.354607898963984,0.384026811071789,0.0722616533679583,0.210810017947964,"TNNC2","7125"
"ENSG00000162971",162.345078158749,-0.236556490378672,0.150329998427137,0.0722845153516006,0.210842530270174,"TYW5","129450"
"ENSG00000104228",392.93994270623,0.190247544211251,0.114421938269548,0.0723100306889849,0.210866445267056,"TRIM35","23087"
"ENSG00000116903",342.794823577746,0.200522977711512,0.121508898777889,0.0723161517029565,0.210866445267056,"EXOC8","149371"
"ENSG00000149554",320.062106369161,0.20777894117104,0.127893281387814,0.0723559426417978,0.210948287734366,"CHEK1","1111"
"ENSG00000100393",2383.19747125259,0.144625996018112,0.086022507442681,0.0724370504230124,0.211150540306445,"EP300","2033"
"ENSG00000160932",3376.80236595484,-0.164985147425247,0.0974206267758646,0.0724644999052618,0.211196341317668,"LY6E","4061"
"ENSG00000172572",149.217340092677,-0.329388503757795,0.287329486595915,0.0725110862053966,0.211280571400422,"PDE3A","5139"
"ENSG00000003393",851.094610270363,0.158631881429054,0.0927545474026924,0.0725271980676493,0.211280571400422,"ALS2","57679"
"ENSG00000189292",5.3859126564874,0.197061428407208,0.379884283112447,0.072528625627454,0.211280571400422,"ALKAL2","285016"
"ENSG00000117862",1094.85880756453,0.155099984334156,0.0900102827833794,0.0725502727266634,0.211309421729295,"TXNDC12","51060"
"ENSG00000003400",80.1570525284788,-0.297542867322811,0.21338014382818,0.0725843014452859,0.21134827658952,"CASP10","843"
"ENSG00000133083",529.244267661587,-0.343017386844814,0.357208290241363,0.0725946083443182,0.21134827658952,"DCLK1","9201"
"ENSG00000172339",123.903318658623,-0.258702803377624,0.170591948969391,0.0725988494831511,0.21134827658952,"ALG14","199857"
"ENSG00000087502",980.087083150266,0.168911887866181,0.0995493321899733,0.0726671347613046,0.21151284744337,"ERGIC2","51290"
"ENSG00000131773",178.28302623641,0.253713852945163,0.166769892214287,0.0727504900722787,0.211713157645464,"KHDRBS3","10656"
"ENSG00000177406",103.874992245211,-0.272708637516776,0.184517974670445,0.0727658117468241,0.211713157645464,"NINJ2-AS1","100049716"
"ENSG00000260589",14.1728685332964,-0.341461465427749,0.423787504286224,0.0727821348881351,0.211713157645464,"STAM-AS1","102723166"
"ENSG00000139364",72.6553056333077,-0.305722384140589,0.224399715149821,0.0727830161828855,0.211713157645464,"TMEM132B","114795"
"ENSG00000154309",429.548178591795,-0.276482196104942,0.19302843034793,0.0728151176414252,0.21177230108935,"DISP1","84976"
"ENSG00000185920",1003.92246611281,0.221464001430532,0.139890507728962,0.0728589488534184,0.211865534206272,"PTCH1","5727"
"ENSG00000268895",43.2058165869494,0.335926546284203,0.27322074091949,0.0729262591699488,0.212027000727752,"A1BG-AS1","503538"
"ENSG00000165338",604.52409492584,-0.221192873412366,0.133894434222276,0.0730305942935145,0.212296044219305,"HECTD2","143279"
"ENSG00000248905",1087.26884364294,-0.240670254356328,0.15663635831891,0.0731279782790058,0.21254479747253,"FMN1","342184"
"ENSG00000243646",539.119499059687,0.175954273121079,0.10505064704513,0.0731521865461917,0.212580821174447,"IL10RB","3588"
"ENSG00000253210",10.3545378476952,-0.281957881453997,0.425348356362688,0.0731683391509468,0.212593427205254,NA,NA
"ENSG00000260966",44.2831436177837,0.343871560621729,0.299977281019909,0.0731925444825456,0.212599654029786,NA,NA
"ENSG00000160058",1739.8983121692,-0.165899358920871,0.0981988184834092,0.0731941122993512,0.212599654029786,"BSDC1","55108"
"ENSG00000054219",12.2210108149967,0.299582038097963,0.428266479112324,0.0734339603325887,0.213251304820272,"LY75","4065"
"ENSG00000236824",70.9845124776516,-0.334544133443472,0.288209884760435,0.0734421660537527,0.213251304820272,"BCYRN1","618"
"ENSG00000176927",20.1823413963878,0.340077333556045,0.403828883622335,0.0735361746332319,0.213489823547979,"EFCAB5","374786"
"ENSG00000165782",515.602262204901,0.182223083140351,0.109641604051409,0.0737480493305058,0.214070398395406,"PIP4P1","90809"
"ENSG00000131269",283.706644703337,-0.202026346188573,0.123767219445738,0.0738506440509335,0.214333627266532,"ABCB7","22"
"ENSG00000145088",3.26003146836367,-0.163002794934558,0.359004897993734,0.0738722303029854,NA,"EAF2","55840"
"ENSG00000205517",106.115826055656,0.267797481109861,0.180604698788149,0.0738817840675271,0.214368675367957,"RGL3","57139"
"ENSG00000177105",614.437972419421,0.165920938260906,0.0980718663150829,0.0738935007051865,0.214368675367957,"RHOG","391"
"ENSG00000167716",884.072733716058,0.163572801021106,0.096481559070722,0.0738984602260442,0.214368675367957,"WDR81","124997"
"ENSG00000026508",20349.7344806775,-0.167135590820166,0.0991133717980994,0.0739198583731875,0.214396184972137,"CD44","960"
"ENSG00000166783",1842.62816845387,-0.192325606351066,0.117482972895131,0.0739565585805665,0.214454159193993,"MARF1","9665"
"ENSG00000243449",65.2962376660593,0.31214336906684,0.235602939903743,0.0739753400344964,0.214454159193993,"C4orf48","401115"
"ENSG00000188636",998.546913789236,-0.192415224679961,0.117453434716893,0.0739756010957606,0.214454159193993,"RTL6","84247"
"ENSG00000174721",10.8645196117767,-0.312209837015011,0.435170343917384,0.0740028323472209,0.214478281891668,"FGFBP3","143282"
"ENSG00000237748",21.106580142974,0.319461482092828,0.413408521113823,0.0740077610462024,0.214478281891668,NA,NA
"ENSG00000110844",177.888896143433,-0.231561283141364,0.147185877510521,0.0740773868114856,0.21464549086729,"PRPF40B","25766"
"ENSG00000171596",5.34301585709084,0.206409266445866,0.385853326919818,0.0741062226361371,0.214694472728168,"NMUR1","10316"
"ENSG00000016402",10.3645692925313,-0.288655583570169,0.431748645123295,0.0741519075660789,0.214792244807473,"IL20RA","53832"
"ENSG00000092140",322.029250447036,0.199803491768501,0.12209439957757,0.0741668366130683,0.214798981417066,"G2E3","55632"
"ENSG00000167394",204.142598482057,0.249854961739032,0.163387101345753,0.07417810773178,0.214798981417066,"ZNF668","79759"
"ENSG00000132109",433.903662062438,-0.194090903077645,0.118117380027364,0.0743188665957083,0.215171952618371,"TRIM21","6737"
"ENSG00000181798",3.71119664021192,-0.144090222572748,0.347230559732439,0.0744108645451778,NA,"LINC00471","151477"
"ENSG00000234145",11.4716331274207,0.288074014250312,0.425092602372464,0.0745458446039645,0.215794389929816,NA,NA
"ENSG00000241127",138.769043439344,-0.257755058442662,0.171644165773409,0.0745680467877287,0.215823939826024,"YAE1","57002"
"ENSG00000215241",24.3324973952918,-0.350045644228009,0.369243323441568,0.0746112429558255,0.215884209859582,"LINC02449","101927905"
"ENSG00000183137",215.424457993311,-0.218373286244463,0.136421632279641,0.0746128654616394,0.215884209859582,"CEP57L1","285753"
"ENSG00000260139",12.6005018776276,-0.301282752995407,0.428343101132459,0.074769544590555,0.216299274911837,NA,NA
"ENSG00000266988",3.12828491987241,0.144949802560645,0.348523003593273,0.074771720690355,NA,"LOC112268408","112268408"
"ENSG00000111843",1525.60210760807,0.159929871275885,0.0948049700746378,0.0747803595213148,0.216299274911837,"TMEM14C","51522"
"ENSG00000105127",586.377090710272,0.183321610220134,0.110429122565856,0.0748116738857444,0.216355072307953,"AKAP8","10270"
"ENSG00000133169",4.29511468433246,0.152355744147555,0.352845798630561,0.0748394329210372,NA,"BEX1","55859"
"ENSG00000136451",1667.85827523048,0.153403245825546,0.0912517023565296,0.0748649669074619,0.216456897020527,"VEZF1","7716"
"ENSG00000130856",323.139635786788,-0.202981630060778,0.125694629131334,0.0748775208800348,0.216456897020527,"ZNF236","7776"
"ENSG00000202343",7.9723093485627,0.205586286003167,0.379827290668677,0.0748829712100023,0.216456897020527,NA,NA
"ENSG00000148090",262.709807076396,-0.237469240816996,0.153658080789774,0.0749240546033285,0.216540867094811,"AUH","549"
"ENSG00000188290",11.2206528512213,0.284366128007024,0.424592253725653,0.074941742910831,0.216557206028183,"HES4","57801"
"ENSG00000163961",439.81161208144,0.185990494592216,0.114251857897681,0.0749851969675386,0.216647982375384,"RNF168","165918"
"ENSG00000249936",672.768820323906,0.174554173917101,0.104540352929695,0.0750256114376512,0.216721243548208,NA,NA
"ENSG00000197837",18.3195274423567,0.341110698758616,0.403356960682756,0.0750346419531696,0.216721243548208,"H4-16","121504"
"ENSG00000139531",325.369093045644,-0.222224289701487,0.140839761978623,0.0750780957924369,0.216811949235935,"SUOX","6821"
"ENSG00000101343",704.060289177272,0.170302617957248,0.101602328520466,0.0750983513576037,0.216835644147741,"CRNKL1","51340"
"ENSG00000129007",118.35298147399,0.25664081417153,0.170589213340731,0.0751412204445958,0.216877139676173,"CALML4","91860"
"ENSG00000132832",8.99875419728443,-0.255735522606852,0.412426671604492,0.0751552544678688,0.216877139676173,NA,NA
"ENSG00000225210",409.56066191665,-0.204781694144737,0.126684263501629,0.0751577148293976,0.216877139676173,"DUXAP9","503638"
"ENSG00000261101",12.2569886218437,-0.321303514816291,0.428798254052375,0.0751609338124162,0.216877139676173,NA,NA
"ENSG00000136636",1586.44425231798,-0.19218014493099,0.117919658656426,0.0751747676797997,0.216882278279672,"KCTD3","51133"
"ENSG00000231345",25.241225630561,-0.347769336413757,0.380632258361505,0.0752403966285743,0.21703682220817,NA,NA
"ENSG00000265681",31.4192005370658,0.345607005730189,0.308479667665401,0.0752656048078577,0.217074738405608,"RPL17","6139"
"ENSG00000140382",799.670464469612,0.156168513498073,0.0922101091682734,0.075333295591122,0.217208759530868,"HMG20A","10363"
"ENSG00000100614",1262.68080376029,0.178544987039685,0.107017767779588,0.075336215862629,0.217208759530868,"PPM1A","5494"
"ENSG00000188493",235.812550185705,-0.215292930445767,0.134777509652173,0.0753798572895276,0.217299768033925,"C19orf54","284325"
"ENSG00000170502",555.512625397931,0.179540655137443,0.107869090490203,0.0754058104414084,0.217339765030066,"NUDT9","53343"
"ENSG00000230024",2.05625959800888,-0.117943783605734,0.336094437619505,0.0754372434687471,NA,NA,NA
"ENSG00000141934",46.0107888805258,-0.332641434065016,0.276648064306473,0.0754497255474914,0.217431512091858,"PLPP2","8612"
"ENSG00000181104",7147.73702271706,0.193037583700663,0.11853185597694,0.0755245814432892,0.217612380863178,"F2R","2149"
"ENSG00000205861",13.0473963130201,-0.31184088702243,0.425491420046867,0.0755387694832923,0.217618414678572,"PCOTH","542767"
"ENSG00000072041",57.0566614568737,-0.343689271661802,0.31929102068318,0.0755560014114683,0.217633214246512,"SLC6A15","55117"
"ENSG00000198690",347.17009295191,-0.189370177651086,0.115092842605177,0.075573665245656,0.217649252949797,"FAN1","22909"
"ENSG00000272343",5.11550511022281,0.209496215945016,0.387583444470219,0.0756462967736104,0.217823566033661,NA,NA
"ENSG00000179588",94.1035138309514,-0.280492362698858,0.19682689921061,0.0756770560367818,0.217877271412136,"ZFPM1","161882"
"ENSG00000135766",1544.73277882572,0.220197302712592,0.141032896604001,0.0756965486282114,0.21789852759815,"EGLN1","54583"
"ENSG00000163781",777.287862610443,0.168502045527396,0.100793442539088,0.0757796183121927,0.21810275942252,"TOPBP1","11073"
"ENSG00000270058",33.6247480131853,-0.345011524059675,0.318927310310992,0.0757988015299459,0.218123082477187,NA,NA
"ENSG00000165475",372.930480482899,-0.203438341860612,0.1262268704229,0.0758387969268474,0.218189470922115,"CRYL1","51084"
"ENSG00000167216",153.873501646014,-0.251517399764133,0.167406791392684,0.0758461231864972,0.218189470922115,"KATNAL2","83473"
"ENSG00000188612",1975.49678013615,-0.156193086074084,0.0928157567015413,0.0759260332693412,0.218353374709941,"SUMO2","6613"
"ENSG00000117289",15447.9866401981,-0.207634134973178,0.130697532762779,0.0759273683205568,0.218353374709941,NA,NA
"ENSG00000125968",51.0506302294996,0.338765246156919,0.33450765897544,0.075986641609005,0.218488914846986,"ID1","3397"
"ENSG00000165323",20.8734159689116,-0.346401249409131,0.383047765100446,0.0761166346888758,0.218796552130279,"FAT3","120114"
"ENSG00000167397",217.719924744971,0.24954176923137,0.165563370234285,0.0761179513357534,0.218796552130279,"VKORC1","79001"
"ENSG00000228716",254.30225471591,-0.234961678250575,0.152356012373017,0.0761341916971034,0.218808280689615,"DHFR","1719"
"ENSG00000103021",100.045959106903,-0.270678752104147,0.18592392781818,0.07617027509821,0.218877024930883,"CCDC113","29070"
"ENSG00000174130",42.952088366279,-0.337003477135877,0.296928386812539,0.0761880101405572,0.218893031210153,"TLR6","10333"
"ENSG00000227014",4.6507332280934,0.192325225870008,0.375427870101855,0.0762040267371666,0.218904095962416,NA,NA
"ENSG00000162521",1358.08014525387,-0.154486245864191,0.0918519356249958,0.0762566700973393,0.219004550408007,"RBBP4","5928"
"ENSG00000175967",2.68132235398604,-0.130019109715974,0.341003993887626,0.0762608223523333,NA,"FLJ34503","285759"
"ENSG00000236404",28.4533409668162,-0.346472900629993,0.354435314376741,0.0762633384937517,0.219004550408007,"VLDLR-AS1","401491"
"ENSG00000136689",1.24459338808533,-0.0718652882742147,0.319956486782545,0.0762966237783245,NA,"IL1RN","3557"
"ENSG00000143621",1470.61635764053,-0.142088905384723,0.083529161038018,0.0763453834839331,0.219158585121278,"ILF2","3608"
"ENSG00000113595",434.064634961979,0.197546915457348,0.121928751709445,0.0763471556601236,0.219158585121278,"TRIM23","373"
"ENSG00000116198",585.251018987755,0.19461952771355,0.119788351644234,0.0763535161790204,0.219158585121278,"CEP104","9731"
"ENSG00000145241",285.439914091655,-0.199363383438559,0.123262333113941,0.0764671230088947,0.219449666893469,"CENPC","1060"
"ENSG00000141034",518.93305255885,0.205354603075433,0.128305452129713,0.076499828226843,0.219508516841622,"GID4","79018"
"ENSG00000089335",629.839838909665,-0.17496033519946,0.105738591461558,0.0765699541882463,0.219674705941216,"ZNF302","55900"
"ENSG00000226314",28.1946061020993,-0.347960942186885,0.332576779104683,0.0766240088448674,0.219793937754087,"ZNF192P1","651302"
"ENSG00000179119",531.564514132239,0.188224411391398,0.114877231738662,0.0766413002734262,0.219793937754087,"SPTY2D1","144108"
"ENSG00000143033",153.021346629375,-0.248906878679467,0.164129754380566,0.0766481582420193,0.219793937754087,"MTF2","22823"
"ENSG00000259188",5.07208929433375,-0.207807186868285,0.385708951341813,0.0766980233606247,0.219878056402516,NA,NA
"ENSG00000136231",246.274691135087,0.223651605715864,0.142308871060719,0.076702410586404,0.219878056402516,"IGF2BP3","10643"
"ENSG00000267161",37.3903986035641,-0.334532411162849,0.28348496945452,0.0767141512779258,0.219878056402516,NA,NA
"ENSG00000133884",1058.13406897399,-0.156398209684732,0.0928325318742663,0.0767820360584327,0.220006183130671,"DPF2","5977"
"ENSG00000255967",11.692466068741,0.273528418677861,0.41628409029824,0.0767833072168842,0.220006183130671,NA,NA
"ENSG00000172086",893.605217325397,0.189582794041961,0.116243556227371,0.0768814881493486,0.220241500438252,"KRCC1","51315"
"ENSG00000167904",214.925966322373,-0.235283887585369,0.151767580929177,0.0769028296983061,0.220241500438252,"TMEM68","137695"
"ENSG00000177463",353.399744854393,-0.210885919541872,0.132491358381606,0.076909623749468,0.220241500438252,"NR2C2","7182"
"ENSG00000173193",1417.66594341774,-0.150778535196048,0.089682542988027,0.0769143930617969,0.220241500438252,"PARP14","54625"
"ENSG00000104903",4.47175926170707,0.181219518567992,0.368393334282978,0.0769254319024461,NA,"LYL1","4066"
"ENSG00000149050",74.5339363064359,-0.292193754398349,0.212286889944929,0.0769979352086721,0.220421911066139,"ZNF214","7761"
"ENSG00000137463",115.276038002168,0.313116991285935,0.257885238553104,0.0770018969079556,0.220421911066139,"MGARP","84709"
"ENSG00000005448",232.326486404496,0.246203062873189,0.163087551069927,0.0770476225670124,0.220517722358966,"WDR54","84058"
"ENSG00000185361",97.371286986827,0.268314530029475,0.185593613927721,0.0770893995623766,0.220602203518671,"TNFAIP8L1","126282"
"ENSG00000172500",892.036255128736,0.153621220101458,0.0908446601284248,0.0771158046942425,0.22064267604837,"FIBP","9158"
"ENSG00000165355",356.968364877388,0.199390824923584,0.123536869279869,0.0771525704090794,0.220687541699177,"FBXO33","254170"
"ENSG00000138792",21.4806830609903,0.343008265209133,0.395073318513699,0.0771560144953607,0.220687541699177,"ENPEP","2028"
"ENSG00000182768",382.854206401261,-0.195508755517693,0.120720254280508,0.0772204371262915,0.220836704648838,"NGRN","51335"
"ENSG00000266714",132.388677127324,0.253950288712891,0.169704287047691,0.0772608865897926,0.220915509867934,"MYO15B","80022"
"ENSG00000145949",52.695113493299,0.318210112792327,0.250798375569883,0.0772725474663097,0.220915509867934,"MYLK4","340156"
"ENSG00000170801",1059.03507354298,-0.254941506423578,0.173870897150779,0.0773223084675348,0.221022655848264,"HTRA3","94031"
"ENSG00000168090",1342.86933603338,-0.159303636447163,0.0956705673428325,0.0773665432052097,0.221067245855745,"COPS6","10980"
"ENSG00000047188",704.823611729801,0.169419781061572,0.10165568076557,0.0773684949220408,0.221067245855745,"YTHDC2","64848"
